Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,ytd,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,High_52W,Pct_From_52W_High,At_52W_High
52,EME,Construction & Engineering,594.2,82.3,-1.0,3.7,-5.3,-2.5,6.9,14.3,89.5,241.7,403.7,594.2,717.4,-42.2,1.2,530.0,109.16513739066693,738.0,37.0,37.0,37.0,37.0,14.19,14.19,105.74,105.74,-7,7.541835942295123,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,37.0,37.0,37.0,37.0,14.19,14.19,144.0,0.0,0.0,25.0,0.0,105.74,105.74,,,,,,,951.95,-14.13,False
53,XLK,Technology,195.9,94.8,-5.2,19.7,6.6,17.4,20.3,23.8,35.2,52.7,79.5,195.9,206.1,-3.6,1.2,108.3,21.186732303041598,346.2,87.0,87.0,89.0,89.0,4.44,4.44,106.99,106.99,7,1.1867323030415982,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,87.0,87.0,89.0,89.0,4.44,4.44,68.0,0.0,0.0,0.0,0.0,106.99,106.99,,,,,,,198.73,-2.8,False
54,TRGP,Oil & Gas Midstream,513.4,94.2,4.8,10.0,1.7,0.1,14.5,30.5,75.6,169.8,460.0,513.4,551.7,-93.5,1.2,365.3,81.27748968129858,663.6,43.0,43.0,46.0,46.0,17.78,17.78,109.63,109.63,-12,3.8656815011192407,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,43.0,43.0,46.0,46.0,17.78,17.78,88.0,0.0,0.0,25.0,0.0,109.63,109.63,,,,,,,280.0,-4.51,False
55,TER,Semiconductors,423.8,78.6,-4.7,21.1,0.5,1.9,31.1,112.9,161.5,158.8,187.4,423.8,539.1,-50.5,2.2,155.6,14.390775148250013,567.6,53.0,53.0,54.0,54.0,27.33,27.33,110.43,110.43,-8,0.936507501356207,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,53.0,53.0,54.0,54.0,27.33,27.33,37.0,0.0,0.0,0.0,0.0,110.43,110.43,,,,,,,422.11,-15.2,False
56,TT,Building Products,223.5,76.5,3.6,,-3.1,-5.8,-1.8,-6.4,10.6,46.0,91.5,223.5,294.6,-7.0,1.2,292.4,249.77386997124944,373.7,75.0,75.0,78.0,78.0,10.58,10.58,110.83,110.83,39,154.16722233308508,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,75.0,75.0,78.0,78.0,10.58,10.58,260.0,4.0,3.0,-4.0,0.0,110.83,110.83,102516690172.26,102.517,120.0,large,equity,data_raw,503.47,-7.89,False
57,FSLR,Solar Energy,173.0,70.0,3.0,,23.9,34.9,26.7,34.7,28.3,59.8,114.6,173.0,269.7,-51.3,1.7,85.9,100.83203127357189,323.3,96.0,96.0,99.0,99.0,20.33,20.33,112.48,112.48,-7,54.3493315954446,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,96.0,96.0,99.0,99.0,20.33,20.33,41.0,0.0,3.0,0.0,0.0,112.48,112.48,33842437988.54,33.842,302.0,other,equity,data_raw,320.95,-13.07,False
58,CIEN,Communications Equipment,1007.6,75.5,-20.2,33.8,-11.3,3.7,48.1,192.6,557.5,625.2,684.0,1007.6,1355.9,-63.2,1.3,436.8,11.512546444038344,1151.3,18.0,18.0,19.0,19.0,27.73,27.73,113.08,113.08,-14,-1.2107948845991405,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,18.0,18.0,19.0,19.0,27.73,27.73,23.0,0.0,0.0,25.0,0.0,113.08,113.08,,,,,,,637.51,-23.42,False
59,ON,Semiconductors,258.8,78.6,10.7,76.5,16.0,54.1,87.0,114.1,65.4,53.4,134.7,258.8,342.5,-46.0,2.3,14.7,17.341576044036014,409.0,67.0,67.0,70.0,70.0,27.85,27.85,113.15,113.15,0,-5.440612517952189,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,67.0,67.0,70.0,70.0,27.85,27.85,13.0,0.0,0.0,-6.0,0.0,113.15,113.15,,,,,,,134.92,-2.3,False
60,TSLA,Automobile Manufacturers,807.4,54.1,-3.2,-6.6,1.4,-2.3,-7.7,-5.1,13.0,-0.2,246.2,807.4,1535.1,-50.2,1.2,1422.4,505.79948839980165,957.6,26.0,26.0,26.0,26.0,40.58,40.58,114.53,114.53,-49,8.950516095534283,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,26.0,26.0,26.0,26.0,40.58,40.58,243.0,0.0,0.0,25.0,-12.0,114.53,114.53,,,,,,,498.83,-16.11,False
61,GS,Investment Banking & Brokerage,222.8,93.6,-5.2,8.7,6.2,8.9,10.5,20.4,84.1,112.0,176.6,222.8,239.9,-35.7,1.1,140.4,17.38086623347857,366.6,81.0,81.0,81.0,81.0,13.33,13.33,115.93,115.93,-8,-0.4837961231344643,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,81.0,81.0,81.0,81.0,13.33,13.33,87.0,0.0,0.0,0.0,0.0,115.93,115.93,,,,,,,1098.3632,-5.43,False
62,WDC,Data Storage Devices,1109.6,96.4,-3.6,,16.9,51.7,113.0,337.6,904.5,1114.5,1166.5,1109.6,1155.0,-100.9,1.6,190.1,-3.7783737452013013,1259.9,14.0,14.0,14.0,14.0,45.11,45.11,121.26,121.26,-11,2.2216262547986987,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,14.0,14.0,14.0,14.0,45.11,45.11,9.0,0.0,3.0,0.0,0.0,121.26,121.26,198364566390.5,198.365,59.0,cap100,equity,data_raw,602.5399,-4.49,False
63,GE,Aerospace & Defense,215.5,84.6,1.0,,5.2,-1.9,-1.7,-0.5,66.9,198.4,286.5,215.5,260.3,-96.0,1.1,207.2,46.837304034506495,365.7,82.0,82.0,84.0,84.0,19.17,19.17,122.02,122.02,-2,7.2757464134366,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,82.0,82.0,84.0,84.0,19.17,19.17,179.0,0.0,3.0,-6.0,0.0,122.02,122.02,341849438679.72,341.849,35.0,cap100,equity,data_raw,348.48,-5.88,False
64,381180.KS,PHLX Semi,252.9,100.0,0.6,,20.0,43.3,60.8,97.4,167.1,248.2,,252.9,231.7,-10.3,1.6,52.0,6.8,315.9,99.0,99.0,72.0,72.0,12.5,12.5,123.5,123.5,1,-0.7248079538115189,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,99.0,99.0,72.0,72.0,12.5,12.5,15.0,0.0,14.0,-6.0,0.0,123.5,123.5,68658000000.0,68.658,,etf,etf,data_raw,54865.0,-1.98,False
65,APH,Electronic Components,276.8,68.3,-7.9,-6.5,-3.6,-5.8,-6.8,1.8,68.7,119.4,176.2,276.8,384.6,-16.3,1.2,309.3,39.89294774929567,420.6,64.0,64.0,67.0,67.0,12.25,12.25,123.6,123.6,-27,-13.766814198502637,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,64.0,64.0,67.0,67.0,12.25,12.25,247.0,4.0,0.0,0.0,0.0,123.6,123.6,,,,,,,167.04,-16.9,False
66,ARES,Asset Management,259.0,41.4,0.9,,3.1,5.0,-8.8,-23.3,-38.8,-21.8,33.8,259.0,631.0,-8.6,1.3,964.7,936.0344547492255,409.3,66.0,66.0,69.0,69.0,27.44,27.44,125.49,125.49,35,267.8571638348934,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,66.0,66.0,69.0,69.0,27.44,27.44,299.0,10.0,3.0,0.0,0.0,125.49,125.49,28974708940.5,28.975,327.0,other,equity,data_raw,181.19,-30.65,False
67,HLT,Lodging,102.3,84.5,6.8,,1.5,-1.2,2.0,5.9,16.8,33.0,53.1,102.3,125.4,-21.3,1.2,93.4,78.8474812396622,252.6,121.0,121.0,125.0,125.0,9.75,9.75,127.8,127.8,4,55.27396801086058,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,121.0,121.0,125.0,125.0,9.75,9.75,158.0,0.0,3.0,-6.0,0.0,127.8,127.8,76979295602.34,76.979,164.0,large,equity,data_raw,346.8,-1.07,False
68,FCX,Copper Mining,160.3,76.0,8.0,,11.1,3.2,13.6,30.5,23.6,15.4,103.2,160.3,208.6,-56.5,1.6,79.5,93.99158352706631,310.6,102.0,102.0,104.0,104.0,28.11,28.11,129.11,129.11,-2,61.501388428794925,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,102.0,102.0,104.0,104.0,28.11,28.11,76.0,0.0,3.0,0.0,0.0,129.11,129.11,100183550501.52,100.184,122.0,large,equity,data_raw,72.09,-12.1,False
69,JCI,Building Products,166.6,90.1,16.5,,3.4,-1.9,5.1,11.1,53.3,63.9,111.0,166.6,189.0,-32.8,1.1,122.1,81.71351188005463,316.9,98.0,98.0,101.0,101.0,20.91,20.91,129.26,129.26,42,58.00378004010574,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,98.0,98.0,101.0,101.0,20.91,20.91,137.0,0.0,3.0,0.0,0.0,129.26,129.26,89931036158.35,89.931,135.0,large,equity,data_raw,148.38,-3.19,False
70,PL,Aerospace & Defense,575.1,59.2,-40.2,8.9,-21.4,-6.1,31.4,179.2,742.8,589.7,,575.1,1005.8,-88.8,1.2,386.8,6.047389173342408,633.9,47.0,47.0,39.0,39.0,13.1,13.1,129.6,129.6,-36,4.1473891733424075,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,47.0,47.0,39.0,39.0,13.1,13.1,31.0,4.0,11.0,25.0,0.0,129.6,129.6,,,,,,,51.75,-37.74,False
71,CMI,Industrial Machinery,184.7,86.9,7.4,,1.8,4.3,10.3,36.0,87.9,115.6,137.4,184.7,218.1,-35.6,1.2,88.2,31.556276750124375,335.0,92.0,92.0,94.0,94.0,29.22,29.22,130.07,130.07,17,22.818085232399916,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,92.0,92.0,94.0,94.0,29.22,29.22,79.0,0.0,3.0,-6.0,0.0,130.07,130.07,93570382963.83,93.57,128.0,large,equity,data_raw,718.08,-9.31,False
72,GOOG,Internet Content & Information,234.2,84.2,-3.9,,-4.7,2.2,3.0,28.9,68.0,90.4,135.9,234.2,280.7,-10.8,1.3,147.7,9.180762355706504,384.5,71.0,71.0,74.0,74.0,5.36,5.36,130.86,130.86,-15,-9.313506155520285,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,71.0,71.0,74.0,74.0,5.36,5.36,111.0,0.0,3.0,25.0,-8.0,130.86,130.86,2014737060058.59,2014.737,7.0,cap10,equity,data_raw,404.44,-9.56,False
73,GOOGL,Internet Conglomerates,234.1,84.0,-4.4,,-4.7,2.3,3.5,30.2,71.1,94.0,139.8,234.1,281.0,-11.4,1.3,143.8,7.792201829735588,384.4,72.0,72.0,75.0,75.0,5.31,5.31,132.16,132.16,-19,-9.401406131604048,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,72.0,72.0,75.0,75.0,5.31,5.31,107.0,0.0,3.0,25.0,-8.0,132.16,132.16,2167509932625.4,2167.51,6.0,cap10,equity,data_raw,408.61,-9.81,False
74,GLW,Electronic Components,468.2,81.4,-1.8,33.6,6.8,9.4,44.2,101.5,291.8,342.8,399.9,468.2,588.8,-58.2,1.2,178.0,5.908734663609053,612.0,49.0,49.0,49.0,49.0,36.22,36.22,132.17,132.17,0,1.5212878581159481,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,49.0,49.0,49.0,49.0,36.22,36.22,28.0,0.0,0.0,12.0,0.0,132.17,132.17,,,,,,,211.79,-16.15,False
75,ADI,Semiconductors,150.1,84.0,-3.8,13.6,0.5,4.8,17.7,35.8,49.4,62.4,84.7,150.1,180.5,-7.8,1.7,62.9,10.252139042892557,293.8,105.0,105.0,105.0,105.0,4.44,4.44,133.99,133.99,-2,1.0876801351412748,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,105.0,105.0,105.0,105.0,4.44,4.44,74.0,0.0,0.0,12.0,0.0,133.99,133.99,,,,,,,439.51,-8.67,False
76,VLO,Oil & Gas Refining & Marketing,130.9,85.7,7.9,,1.5,3.0,18.5,37.9,45.7,72.0,124.1,130.9,167.2,-81.9,1.4,41.6,22.11938395541203,281.2,110.0,110.0,112.0,112.0,24.78,24.78,137.48,137.48,26,15.858221390449875,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,110.0,110.0,112.0,112.0,24.78,24.78,72.0,0.0,3.0,-6.0,0.0,137.48,137.48,76861052433.03,76.861,165.0,large,equity,data_raw,265.6101,-2.55,False
77,TKO,Entertainment,224.3,75.8,-2.5,,0.6,-8.4,-9.1,-7.3,25.0,72.8,100.4,224.3,307.5,-34.9,1.2,302.4,33.01864330472045,374.6,74.0,74.0,77.0,77.0,11.29,11.29,139.84,139.84,-9,-41.7193051790829,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,74.0,74.0,77.0,77.0,11.29,11.29,303.0,4.0,3.0,0.0,0.0,139.84,139.84,15180204517.58,15.18,452.0,other,equity,data_raw,226.83,-10.73,False
78,GRMN,Scientific & Technical Instruments,116.7,68.2,6.2,,-1.4,-7.5,0.8,-3.0,15.1,31.2,37.2,116.7,174.5,-6.4,1.2,180.2,163.44360246541368,267.0,116.0,116.0,118.0,118.0,19.41,19.41,140.41,140.41,12,103.60013985069838,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,116.0,116.0,118.0,118.0,19.41,19.41,232.0,4.0,3.0,-4.0,0.0,140.41,140.41,46663488898.57,46.663,251.0,large,equity,data_raw,273.24,-13.42,False
79,NUE,Steel,148.9,90.7,7.9,,7.7,22.2,32.8,53.3,34.9,33.9,118.5,148.9,169.7,-51.6,1.6,23.3,23.845331810881422,299.1,103.0,103.0,106.0,106.0,36.22,36.22,141.37,141.37,24,13.892875353207739,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,103.0,103.0,106.0,106.0,36.22,36.22,42.0,0.0,3.0,-6.0,0.0,141.37,141.37,59731896088.0,59.732,209.0,large,equity,data_raw,264.6688,-0.9,False
80,^IRX,Government Bonds,2669.5,47.6,0.1,,-1.8,-7.0,-8.3,-18.3,-57.7,1675.8,3837.8,2669.5,5789.1,-166.0,1.1,6602.9,4173.043345397409,2819.7,3.0,3.0,3.0,3.0,67.78,67.78,141.88,141.88,1,164.9433453974093,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,3.0,3.0,3.0,3.0,67.78,67.78,361.0,14.0,3.0,0.0,0.0,141.88,141.88,,,,index,index,,3.875,-6.58,False
81,CRWD,Cybersecurity Software,266.6,87.2,-12.8,,22.4,48.7,46.0,39.2,98.3,146.9,266.6,266.6,270.2,-38.3,1.3,131.0,5.3484458741266385,357.6,85.0,85.0,68.0,68.0,30.5,30.5,144.6,144.6,-4,-16.126442070182822,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,85.0,85.0,68.0,68.0,30.5,30.5,29.0,0.0,3.0,12.0,0.0,144.6,144.6,183034673721.59,183.035,65.0,cap100,equity,data_raw,785.66,-14.59,False
82,PH,Diversified Machinery,186.6,67.7,3.9,,0.3,-10.7,-10.9,-4.5,16.3,61.0,112.4,186.6,289.7,-29.7,1.1,274.4,260.05152379623286,336.9,90.0,90.0,92.0,92.0,11.5,11.5,146.2,146.2,38,178.75599715265622,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,90.0,90.0,92.0,92.0,11.5,11.5,316.0,20.0,3.0,0.0,0.0,146.2,146.2,109976328614.85,109.976,111.0,large,equity,data_raw,1034.96,-15.72,False
83,315960.KS,High Dividend,452.5,96.5,-3.5,,20.2,36.7,77.8,174.7,318.1,380.6,441.5,452.5,432.7,-74.4,1.6,48.9,-4.7136506528376625,550.6,55.0,55.0,50.0,50.0,45.67,45.67,146.47,146.47,-3,2.12195099304535,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,55.0,55.0,50.0,50.0,45.67,45.67,11.0,0.0,3.0,0.0,0.0,146.47,146.47,7027000000.0,7.027,,etf,etf,data_raw,103435.0,-7.1,False
84,446770.KS,Semiconductors,333.2,100.0,0.0,,16.6,31.5,54.1,109.7,259.5,,,333.2,280.8,-13.1,1.6,68.8,5.4,382.6,73.0,73.0,60.0,60.0,15.0,15.0,148.8,148.8,0,0.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,73.0,73.0,60.0,60.0,15.0,15.0,17.0,0.0,39.0,0.0,0.0,148.8,148.8,18098000000.0,18.098,,etf,etf,data_raw,94915.0,-0.53,False
85,ODFL,Trucking,144.4,57.7,11.6,,10.9,10.0,26.1,35.0,-2.8,-12.0,13.1,144.4,254.8,-15.5,1.6,102.0,155.2713164658018,294.7,104.0,104.0,107.0,107.0,61.56,61.56,149.61,149.61,4,21.68454005471017,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,104.0,104.0,107.0,107.0,61.56,61.56,63.0,0.0,3.0,-6.0,0.0,149.61,149.61,51060373730.7,51.06,238.0,large,equity,data_raw,245.78,-0.11,True
86,CASY,Retail Specialty Group,213.1,74.9,-1.6,,-5.8,-5.8,6.1,18.3,63.6,112.8,144.7,213.1,297.0,-38.6,1.1,184.0,21.293635925488832,363.3,83.0,83.0,86.0,86.0,10.36,10.36,151.81,151.81,-19,-7.818019043149178,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,83.0,83.0,86.0,86.0,10.36,10.36,146.0,4.0,3.0,25.0,0.0,151.81,151.81,28146888747.8,28.147,335.0,other,equity,data_raw,901.0,-15.44,False
87,NTAP,Diversified Technology,127.6,96.8,-3.2,,27.1,46.0,52.7,51.7,51.5,65.2,91.6,127.6,133.6,-39.4,1.6,9.8,5.431840551356597,277.8,112.0,112.0,114.0,114.0,29.22,29.22,151.82,151.82,-2,-15.637863964753414,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,112.0,112.0,114.0,114.0,29.22,29.22,24.0,0.0,3.0,0.0,0.0,151.82,151.82,35296487684.47,35.296,295.0,large,equity,data_raw,192.83,-7.24,False
88,MAR,Lodging,58.3,92.0,6.1,,3.4,2.7,7.9,17.0,19.0,36.5,52.6,58.3,68.0,-49.0,1.3,21.4,11.838662149535574,208.6,146.0,146.0,152.0,152.0,13.33,13.33,153.63,153.63,-9,7.077741441092594,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,146.0,146.0,152.0,152.0,13.33,13.33,110.0,0.0,3.0,-6.0,0.0,153.63,153.63,101599223223.04,101.599,121.0,large,equity,data_raw,396.65,-1.04,False
89,TPR,Luxury Goods,223.4,76.2,-4.5,,-2.6,-10.9,-4.0,10.1,132.2,176.2,279.5,223.4,323.5,-95.4,1.1,216.0,6.188949178770531,373.7,75.0,75.0,79.0,79.0,30.02,30.02,159.02,159.02,-20,-13.23356847867877,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,75.0,75.0,79.0,79.0,30.02,30.02,213.0,4.0,3.0,0.0,0.0,159.02,159.02,28381221222.22,28.381,331.0,other,equity,data_raw,161.97,-13.27,False
90,ABBV,Biotechnology,63.8,63.4,6.7,,4.8,-3.7,-5.9,-5.9,-5.4,-0.4,25.0,63.8,115.5,-24.8,1.2,120.6,105.7600401884135,214.1,142.0,142.0,148.0,148.0,25.44,25.44,160.04,160.04,40,54.700529240307745,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,142.0,142.0,148.0,148.0,25.44,25.44,234.0,0.0,3.0,-6.0,0.0,160.04,160.04,397422381469.2,397.422,30.0,cap100,equity,data_raw,244.81,-7.18,False
91,BK,Asset Servicing,113.6,93.5,1.5,,-0.2,2.2,6.5,15.3,74.1,103.8,128.0,113.6,125.6,-53.4,1.1,64.7,5.983651008713694,262.8,117.0,117.0,120.0,120.0,14.15,14.15,162.55,162.55,-19,1.5858941744842356,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,117.0,117.0,120.0,120.0,14.15,14.15,123.0,0.0,3.0,12.0,0.0,162.55,162.55,96484301057.19,96.484,124.0,large,equity,data_raw,144.98,-0.66,False
92,JPM,Diversified Banks,79.6,66.6,7.5,,-0.3,-4.4,-7.1,-9.4,13.0,33.0,47.6,79.6,131.1,-22.3,1.1,145.8,115.95150095253683,229.8,135.0,135.0,140.0,140.0,23.81,23.81,163.16,163.16,61,68.90453980205154,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,135.0,135.0,140.0,140.0,23.81,23.81,288.0,0.0,3.0,-4.0,0.0,163.16,163.16,833033343992.68,833.033,15.0,cap100,equity,data_raw,337.25,-7.38,False
93,HUBB,Electrical Components & Equipment,111.6,66.5,4.3,,-1.9,-9.0,-5.7,-3.8,-5.5,24.9,64.1,111.6,180.6,-24.9,1.3,164.4,153.80052635034218,261.9,118.0,118.0,121.0,121.0,31.33,31.33,163.43,163.43,57,84.72529617766018,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,118.0,118.0,121.0,121.0,31.33,31.33,286.0,4.0,3.0,-4.0,0.0,163.43,163.43,25642528544.25,25.643,356.0,other,equity,data_raw,565.4999,-15.68,False
94,HOOD,Capital Markets,341.2,44.0,-4.6,,6.2,7.2,-9.2,-19.7,240.6,,,341.2,820.7,-60.3,1.4,964.5,39.04751011860955,402.4,68.0,68.0,59.0,59.0,12.9,12.9,164.25,164.25,-10,-293.88461814180994,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,68.0,68.0,59.0,59.0,12.9,12.9,249.0,10.0,39.0,0.0,0.0,164.25,164.25,69885345823.04,69.885,184.0,large,equity,data_raw,153.86,-46.4,False
95,APO,Asset Management,168.7,40.8,-0.5,,-3.1,1.8,-6.1,-13.8,-24.3,1.2,32.3,168.7,428.2,-9.1,1.3,575.0,288.9707456168042,319.0,97.0,97.0,100.0,100.0,24.44,24.44,165.99,165.99,4,-76.2015237409712,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,97.0,97.0,100.0,100.0,24.44,24.44,274.0,10.0,3.0,25.0,0.0,165.99,165.99,74030615955.6,74.031,172.0,large,equity,data_raw,153.29,-16.48,False
96,C,Diversified Banks,102.0,93.0,13.5,,2.9,5.0,7.7,18.6,76.4,99.1,105.0,102.0,114.7,-58.5,1.2,46.5,3.149635798864101,252.3,122.0,122.0,126.0,126.0,29.22,29.22,167.37,167.37,11,2.269204093088215,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,122.0,122.0,126.0,126.0,29.22,29.22,101.0,0.0,3.0,0.0,0.0,167.37,167.37,230508715058.23,230.509,53.0,cap100,equity,data_raw,135.825,-2.47,False
97,WMB,Oil & Gas Midstream,163.2,81.0,1.6,,-2.8,-7.9,-1.0,4.0,42.0,89.4,153.5,163.2,215.4,-57.9,1.1,171.0,54.444713808926934,313.5,101.0,101.0,103.0,103.0,15.99,15.99,167.54,167.54,-11,23.853214247948987,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,101.0,101.0,103.0,103.0,15.99,15.99,212.0,4.0,3.0,25.0,0.0,167.54,167.54,88581764707.18,88.582,137.0,large,equity,data_raw,80.08,-9.55,False
98,QQQ,Asset Management,88.0,97.3,-2.7,,2.3,6.9,8.0,9.4,15.6,24.4,34.9,88.0,90.5,-4.6,1.2,55.9,8.58990785191514,238.2,130.0,130.0,133.0,133.0,15.89,15.89,167.79,167.79,-15,-2.01009214808486,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,130.0,130.0,133.0,133.0,15.89,15.89,116.0,0.0,3.0,12.0,0.0,167.79,167.79,493987528704.0,493.988,,etf,etf,data_raw,748.63,-1.07,False
99,TJX,Apparel Retail,36.2,65.4,5.7,,0.1,-7.4,-6.8,-3.5,1.8,19.5,24.1,36.2,77.3,-40.2,1.2,67.0,60.20309090503965,186.5,161.0,161.0,168.0,168.0,7.4,7.4,168.95,168.95,34,40.1240451821322,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,161.0,161.0,168.0,168.0,7.4,7.4,266.0,4.0,3.0,-4.0,0.0,168.95,168.95,175239271663.04,175.239,69.0,cap100,equity,data_raw,165.82,-4.34,False
100,RCL,Travel Services,88.9,60.3,2.8,,3.5,-5.1,-6.5,-13.8,37.9,140.4,147.2,88.9,219.6,-108.0,1.3,192.1,151.6401821402323,239.2,129.0,129.0,132.0,132.0,19.87,19.87,171.42,171.42,41,89.71805993211682,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,129.0,129.0,132.0,132.0,19.87,19.87,298.0,14.0,3.0,0.0,0.0,171.42,171.42,78656222820.45,78.656,157.0,large,equity,data_raw,356.39,-17.71,False
101,DE,Agricultural & Construction Machinery,87.9,56.4,16.0,,3.4,-5.4,1.9,2.8,-0.2,-10.1,15.9,87.9,162.8,-9.5,1.4,145.0,129.81434727712815,238.2,130.0,130.0,134.0,134.0,48.83,48.83,172.23,172.23,101,33.023480731206874,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,130.0,130.0,134.0,134.0,48.83,48.83,176.0,4.0,3.0,-4.0,0.0,172.23,172.23,159735471243.75,159.735,76.0,cap100,equity,data_raw,674.19,-13.46,False
102,KEYS,Electronic Test & Measurement,187.1,83.7,1.9,,-1.8,0.2,24.2,53.1,67.8,47.0,52.2,187.1,226.7,-14.6,2.8,62.1,11.313725196520267,337.4,89.0,89.0,91.0,91.0,36.29,36.29,173.34,173.34,-6,4.4827970871419955,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,89.0,89.0,91.0,91.0,36.29,36.29,66.0,0.0,3.0,25.0,0.0,173.34,173.34,58582082518.4,58.582,212.0,large,equity,data_raw,370.175,-10.9,False
